SERFF#,Filing Type,Date Submitted,SERFF Status,State,Group_Code,Company_Code,Company_Code_all,Objection_letter_date,Objectionletter#,Objection#,Objection,download_week
NY_LEMO-133725240,Form/Rate/Rule,10/13/2023,Closed-Withdrawn by company,NY,5032,16187,[16187],10/01/2024,Objection_letter2,objection5,"Objection 5           Comments: The logo cannot be a blank variable field. The company's current logo (if any) or the logo the company intends to use should be included in parenthesis and changes can be made at a later date, if necessary.",2025-02-17
NY_LEMO-133725240,Form/Rate/Rule,10/13/2023,Closed-Withdrawn by company,NY,5032,16187,[16187],10/01/2024,Objection_letter2,objection6,"Objection 6           - NY MIC Renters Rule Manual_2023 09 22, Entire manual (Rate)           Comments: Please note that initial tier placement rules and tier movement rules must be submitted and included in the proposed rules.",2025-02-17
NY_LEMO-133725240,Form/Rate/Rule,10/13/2023,Closed-Withdrawn by company,NY,5032,16187,[16187],12/21/2023,Objection_letter3,objection1,"Objection 1           Comments: Your Filing Description states that, As discussed in the pre-filing call with Daniel Sheridan and Alexander Vajda on June 16, 2023, Metromile Insurance Company (Metromile) is proposing a new tenant program in New York with an effective date of December 5, 2023"". 1. Please note that the company should summarize substantial points that was discussed in the pre-filing call meeting. 2. Also, the company should confirm that this submission is in accordance with all the discussion points agreed upon during the meeting; and it is in compliance with New York Regulations and Requirements.",2025-02-17
NY_LEMO-133725240,Form/Rate/Rule,10/13/2023,Closed-Withdrawn by company,NY,5032,16187,[16187],12/21/2023,Objection_letter3,objection2,"Objection 2           Comments: We note that your proposed forms, rates, and rules are being structured to align with those in Metromiles proposed Homeowners pending New York filing R2023003079. Please respond to the following: 1. What is the status of the forms, rates and rules in R2023003079? 2. Are there any amendments to the forms, rates, and rules in R2023003079? If so, are they updated in this submission?",2025-02-17
NY_TRVD-134134854,Rate,06/07/2024,Closed-Acknowledged,NY,3548,27998,"[27998, 36137]",12/16/2024,Objection_letter1,objection212,480-5511 marielle.klempner@dfs.ny.gov,2025-02-17
NY_TRVD-134134854,Rate,06/07/2024,Closed-Acknowledged,NY,3548,27998,"[27998, 36137]",10/30/2024,Objection_letter2,objection1,Please amend the RT-2 exhibit so that it includes a step-by-step numerical derivation of the overall rate effect.,2025-02-17
NY_TRVD-134134854,Rate,06/07/2024,Closed-Acknowledged,NY,3548,27998,"[27998, 36137]",10/30/2024,Objection_letter2,objection2,"Regarding filing R2017001306 please provide the page or the location in the filing that the two years of Weather and Non-Weather experience combined was submitted for review. In addition, in filing R2021000244 please provide the page or the location in the filing that the five years of Weather and Non-Weather experience combined was submitted for review. Kindly provide notification by e-mail at marielle.klempner@dfs.ny.gov when you have responded to an objection letter or sent a Note to Reviewer via SERFF. This will help expedite review of this filing. This e-mail address should not be used for any correspondence other than for notification that the company has sent correspondence through SERFF. We await your prompt reply. In the meantime, the captioned filing is not approved in New York. A substantive reply must be provided by the company within 7 days of the date of this letter. If such response is not received, the file will be considered withdrawn and closed accordingly without further communication. Should the company wish this Department to again review the subject matter of this filing, a new submission, in accordance with the provisions of Department Circular Letter No. 5 (2009) and SERFF filing submission guidelines, addressing the issue(s) discussed above and/or included in any previous Objection Letter(s) and/or Note(s) To Filer, must be made. Very truly yours, Marielle Klempner Senior Insurance Examiner Property Bureau",2025-02-17
NY_TRVD-134134854,Rate,06/07/2024,Closed-Acknowledged,NY,3548,27998,"[27998, 36137]",10/30/2024,Objection_letter2,objection212,480-5511 marielle.klempner@dfs.ny.gov,2025-02-17
NY_TRVD-134134854,Rate,06/07/2024,Closed-Acknowledged,NY,3548,27998,"[27998, 36137]",10/15/2024,Objection_letter3,objection1,"Please explain, in detail, if the allocation methodology for reinsurance has changed since the last rate revision that has been acknowledged for the captioned coverage.",2025-02-17
NY_TRVD-134134854,Rate,06/07/2024,Closed-Acknowledged,NY,3548,27998,"[27998, 36137]",10/15/2024,Objection_letter3,objection2,Kindly provide the Department file number under which the methodology was originally acknowledged.,2025-02-17
NY_TRVD-134134854,Rate,06/07/2024,Closed-Acknowledged,NY,3548,27998,"[27998, 36137]",10/15/2024,Objection_letter3,objection3,Kindly provide the territory definitions.,2025-02-17
NY_TRVD-134134854,Rate,06/07/2024,Closed-Acknowledged,NY,3548,27998,"[27998, 36137]",10/15/2024,Objection_letter3,objection4,"Please provide the overall rate effect for the following territories, if applicable: (a)Albany (b)Bronx (c)Buffalo (d)Kings (e)Nassau (f)New York (g)Queens (h)Richmond (i)Suffolk (j)Syracuse.",2025-02-17
NY_TRVD-134134854,Rate,06/07/2024,Closed-Acknowledged,NY,3548,27998,"[27998, 36137]",10/15/2024,Objection_letter3,objection5,"Please inform us if the company writes in the coastal market. If so, please specify the distance to shore. What are your policy writing projections in these areas for at least the next two years?",2025-02-17
NY_TRVD-134134854,Rate,06/07/2024,Closed-Acknowledged,NY,3548,27998,"[27998, 36137]",10/15/2024,Objection_letter3,objection6,"In exhibit RT-1, please include the current rate in the side-by-side comparison.",2025-02-17
NY_TRVD-134134854,Rate,06/07/2024,Closed-Acknowledged,NY,3548,27998,"[27998, 36137]",10/15/2024,Objection_letter3,objection7,"It has been noted that you are now using seven years of Weather and two years of non-weather loss experience for Dwelling. Previously you used five years of Weather and Non-Weather combined. Kindly provide the Department File number in which the five years of Weather and Non-Weather combined was introduced. Kindly provide notification by e-mail at marielle.klempner@dfs.ny.gov when you have responded to an objection letter or sent a Note to Reviewer via SERFF. This will help expedite review of this filing. This e-mail address should not be used for any correspondence other than for notification that the company has sent correspondence through SERFF. We await your prompt reply. In the meantime, the captioned filing is not approved in New York. A substantive reply must be provided by the company within 15 days of the date of this letter. If such response is not received, the file will be considered withdrawn and closed accordingly without further communication. Should the company wish this Department to again review the subject matter of this filing, a new submission, in accordance with the provisions of Department Circular Letter No. 5 (2009) and SERFF filing submission guidelines, addressing the issue(s) discussed above and/or included in any previous Objection Letter(s) and/or Note(s) To Filer, must be made. SERFF Tracking #: TRVD-134134854 State Tracking #: R2024001756 Company Tracking #: 2024-05-0152 State: New York First Filing Company: The Travelers Home and Marine Insurance Company , ... TOI/Sub-TOI:",2025-02-17
NY_TRVD-134134854,Rate,06/07/2024,Closed-Acknowledged,NY,3548,27998,"[27998, 36137]",10/15/2024,Objection_letter3,objection04,"0 Homeowners/04.0000 Homeowners Sub-TOI Combinations Product Name: Enhanced Homeowners & High Value Homeowners Project Name/Number: 69875/2024-05-0152 PDF Pipeline for SERFF Tracking Number TRVD-134134854 Generated 02/06/2025 12:18 AM  Very truly yours, Marielle Klempner Senior Insurance Examiner Property Bureau",2025-02-17
NY_TRVD-134134854,Rate,06/07/2024,Closed-Acknowledged,NY,3548,27998,"[27998, 36137]",10/15/2024,Objection_letter3,objection212,480-5511 marielle.klempner@dfs.ny.gov,2025-02-17
NY_TRVD-G134389928,Rule,01/28/2025,Closed-Acknowledged,NY,3548,38130,[38130],No objections,No objections,No objections,No objections,2025-02-17
OK_AMSI-134368566,Form,01/31/2025,Assigned,OK,155,10872,[10872],No objections,No objections,No objections,No objections,2025-02-17
OR_ALSE-134413946,Rule,02/13/2025,Submitted to State,OR,8,19232,[19232],No objections,No objections,No objections,No objections,2025-02-17
OR_ALSE-134413977,Rule,02/12/2025,Submitted to State,OR,8,19240,[19240],No objections,No objections,No objections,No objections,2025-02-17
OR_ALSE-134417934,Rule,02/13/2025,Submitted to State,OR,8,19232,[19232],No objections,No objections,No objections,No objections,2025-02-17
OR_ALSE-134417942,Rule,02/13/2025,Submitted to State,OR,8,19240,[19240],No objections,No objections,No objections,No objections,2025-02-17
OR_ALSE-134417973,Rule,02/13/2025,Submitted to State,OR,8,37907,[37907],No objections,No objections,No objections,No objections,2025-02-17
OR_ALSE-134418009,Rule,02/13/2025,Submitted to State,OR,8,17230,[17230],No objections,No objections,No objections,No objections,2025-02-17
OR_ALSE-134418028,Rule,02/13/2025,Submitted to State,OR,8,19240,[19240],No objections,No objections,No objections,No objections,2025-02-17
OR_HART-134284670,Form,11/19/2024,Closed-Approved,OR,91,38261,[38261],02/12/2025,Objection_letter1,objection3,(D) requires coverage for debris removal within a mandated timeline. Please revise accordingly or explain how this form complies with HB 2982.,2025-02-17
OR_LEMO-134373821,Rate/Rule,01/23/2025,Pending Industry Response,OR,5032,16023,[16023],02/10/2025,Objection_letter1,objection1,"Objection 1           - Lemonade Insurance Company Underwriting Guidelines, Complete Set (Rate)           Comments: ORS 746.686(1)(b) does not allow an insurer to use the first claim of an applicants claim history to decide whether to issue a policy.  Please explain how items 8)d) and 8)e)ii.) on page 7 and 8 comply or revise if necessary.",2025-02-17
OR_LEMO-134373821,Rate/Rule,01/23/2025,Pending Industry Response,OR,5032,16023,[16023],02/10/2025,Objection_letter1,objection2,"Objection 2           - Lemonade Insurance Company Underwriting Guidelines, Complete Set (Rate)           Comments: OAR 836-081-0010(1)(k) does not allow an insurer to use previous rejection or cancellation of an insurance policy as an eligibility criterion. Please explain how item 8)j) on page 8 complies or revise if necessary.",2025-02-17
OR_SFMA-134280657,Rate/Rule,11/07/2024,Pending State Action,OR,176,25143,[25143],01/13/2025,Objection_letter1,objection1,"Objection 1           Comments: Please show how the selected rating factors compare the indicated rating factors from the GLM models for the proposed construction, amount of insurance, claim history, home alert protection, loyal customer discount, automatic sprinkler discount, utilities, solid fuels appliances, personal liability optional limit and deductible factors or revise if necessary.",2025-02-17
OR_SFMA-134280657,Rate/Rule,11/07/2024,Pending State Action,OR,176,25143,[25143],01/13/2025,Objection_letter1,objection2,Objection 2           Comments: Please provide the predictive value and error statistics of the proposed GLM model or revise if necessary.,2025-02-17
OR_SFMA-134280657,Rate/Rule,11/07/2024,Pending State Action,OR,176,25143,[25143],01/13/2025,Objection_letter1,objection3,Objection 3           Comments: Please show how the GLM model performs on out of sample data (e.g. a lift chart) or revise if necessary.,2025-02-17
OR_SFMA-134280657,Rate/Rule,11/07/2024,Pending State Action,OR,176,25143,[25143],01/13/2025,Objection_letter1,objection4,Objection 4           Comments: Please provide the exposure distribution for the location rating factor indication ranges shown in Exhibit 6 or revise if necessary.,2025-02-17
PA_ALSE-134392682,Rule,01/27/2025,Closed-Approved,PA,8,19232,[19232],01/31/2025,Objection_letter1,objection1,"The Pennsylvania Insurance Department (Department) has begun its review of your filing. In order to properly review the filing, we are requesting the following information. To facilitate a timely review, we request this information be provided within 7 days of the date of this request. • Please provide support for the changes to the installment and late payment fees mentioned in the explanatory memorandum The Department is committed to an expeditious review of your filing. However, the review period of your filing has been extended an additional 45 days in accordance with Section 505-A(c)(2)(iv) of the Property and Casualty Filing Reform Act in the event additional time is required to complete the review of your filing.",2025-02-17
PA_ALSE-134392705,Rule,01/27/2025,Closed-Approved,PA,8,19240,[19240],01/31/2025,Objection_letter1,objection1,"The Pennsylvania Insurance Department (Department) has begun its review of your filing. In order to properly review the filing, we are requesting the following information. To facilitate a timely review, we request this information be provided within 7 days of the date of this request. • Please provide support for the changes to the installment and late payment fees mentioned in the explanatory memorandum The Department is committed to an expeditious review of your filing. However, the review period of your filing has been extended an additional 45 days in accordance with Section 505-A(c)(2)(iv) of the Property and Casualty Filing Reform Act in the event additional time is required to complete the review of your filing.",2025-02-17
PA_ALSE-134392844,Rule,01/27/2025,Closed-Approved,PA,8,37907,[37907],01/31/2025,Objection_letter1,objection1,"The Pennsylvania Insurance Department (Department) has begun its review of your filing. In order to properly review the filing, we are requesting the following information. To facilitate a timely review, we request this information be provided within 7 days of the date of this request. • Please provide support for the changes to the installment and late payment fees mentioned in the explanatory memorandum The Department is committed to an expeditious review of your filing. However, the review period of your filing has been extended an additional 45 days in accordance with Section 505-A(c)(2)(iv) of the Property and Casualty Filing Reform Act in the event additional time is required to complete the review of your filing.",2025-02-17
PA_FAIG-134385139,Rate,01/24/2025,Closed-Approved,PA,69,40649,"[40649, 26298]",No objections,No objections,No objections,No objections,2025-02-17
PA_FAIG-134385402,Rate,01/24/2025,Closed-Approved,PA,69,25321,[25321],No objections,No objections,No objections,No objections,2025-02-17
PA_HART-134400784,Rule,02/04/2025,Closed-Approved,PA,91,29424,"[29424, 38288, 37478, 38261, 30104, 34690, 11000, 27120, 29459, 22357, 19682, 39608]",02/10/2025,Objection_letter1,objection1,"The Pennsylvania Insurance Department (Department) has begun its review of your filing. In order to properly review the filing, we are requesting the following information. To facilitate a timely review, we request this information be provided within 7 days of the date of this request. The Explanatory Memorandum references a payment processing fee but does not specify the fee amount (other than a maximum cap of 3%). Please provide the specific fees that will apply and all criteria on which they vary. Thank you.",2025-02-17
PA_LBPM-134403637,Rate,02/10/2025,Closed-Approved,PA,111,19690,[19690],No objections,No objections,No objections,No objections,2025-02-17
PA_LBPM-134403807,Rate,02/07/2025,Closed-Approved,PA,111,24732,[24732],No objections,No objections,No objections,No objections,2025-02-17
PA_USAA-134171931,Rate/Rule,07/11/2024,Closed-Approved,PA,200,25941,"[25941, 25968, 18600, 21253]",02/03/2025,Objection_letter1,objection1,"Thank you for the detailed explanation regarding your capping rule. However, I believe you erroneously updated item 6 on the rate/rule schedule instead of item 5 in the most recent revision. Please note, item 6 was originally the algorithm/steps used to moved current insureds to the new pricing levels. Once this is corrected you filing is approvable",2025-02-17
PA_USAA-134171931,Rate/Rule,07/11/2024,Closed-Approved,PA,200,25941,"[25941, 25968, 18600, 21253]",01/23/2025,Objection_letter2,objection1,"Thank you for the clarification. However, we ask that you clean up your Underwriting score language to include the following: UW score is determined at new business based on mutually exclusive underwriting criteria on file at the company home office. This score is one component/variable to determine the New Business pricing level. This variable is frozen, and no insured will move to a different Underwriting Score at renewal. UW score is not duplicative of any other rating variable. Additionally, I do not believe your response to objection 1 adequately addressed our concern. As I am not familiar with your rate cap rule, please clarify the higher and lower limits in your rate cap table. Additionally, I believe when you previously had a 25% capping rule the higher limit cap was at 50% Accordingly, please explain in detail why it is not being revised back to 50% in this filing.",2025-02-17
PA_USAA-134171931,Rate/Rule,07/11/2024,Closed-Approved,PA,200,25941,"[25941, 25968, 18600, 21253]",12/23/2024,Objection_letter3,objection1,"As I am not familiar with your rate cap rule, please clarify the higher and lower limits in your rate cap table. Additionally, I believe when you previously had a 25% capping rule the higher limit cap was at 50%",2025-02-17
PA_USAA-134171931,Rate/Rule,07/11/2024,Closed-Approved,PA,200,25941,"[25941, 25968, 18600, 21253]",12/23/2024,Objection_letter3,objection2,"I believe you need better define your UW score variable. It should be clear that it is based on “mutually exclusive underwriting criteria on file at the company’s home office.” Additionally, I am assuming that at new business UW score equals the UW pricing level assignment. If this is the case, then your rules should be clear on this.",2025-02-17
PA_USAA-134171931,Rate/Rule,07/11/2024,Closed-Approved,PA,200,25941,"[25941, 25968, 18600, 21253]",12/09/2024,Objection_letter4,objection1,I am still reviewing your examples but you did not address objection 1. Please identify where your capping rule has been revised to 25%,2025-02-17
PA_USAA-134171931,Rate/Rule,07/11/2024,Closed-Approved,PA,200,25941,"[25941, 25968, 18600, 21253]",12/05/2024,Objection_letter5,objection1,"Please identify where your capping rule has been revised to 25% Your latest response indicates you have provide new detailed examples; however, I cannot locate these new detailed examples. Please indicate where they are located in your filing. Please note, please provide in PDF and excel with formula.",2025-02-17
PA_USAA-134171931,Rate/Rule,07/11/2024,Closed-Approved,PA,200,25941,"[25941, 25968, 18600, 21253]",10/21/2024,Objection_letter6,objection7,"objection 7 is s till applicable. We cannot approve “Availability of deductible options is subject to company underwriting guideline.” Please note, if you are increasing your minimum deductible then you must specifically state what it is and the time frame when it takes place. 3.The Previous object 8 is still applicable.  We object to the extensive use of “Unknown” as if it is a risk classification. (We understand that it was allowed previously It is not acceptable to rate on characteristics for which you won’t ask an applicant for the information when it is unreturned from the third-party data source you used to populate it. ***If you file a manual page that defines “Unknown” in terms of the risk being asked to provide the information and only be used when the risk did not or could not provide it, then this would be acceptable.*** Otherwise: The use of “unknown” will result in policies with identical risk characteristics being charged different rates. Differences in rates must be based in differences in expected losses and expenses to not be unfairly discriminatory; please refer to 40 P.S. s. 1183(d). The use of “unknown” will also cause rates to be excessive for those risks whose characteristics qualify them for lower-rated classes. The use of “unknown” will also cause rates to be inadequate for those risks whose characteristics qualify them for higher-rated classes. And rates cannot be excessive, inadequate or unfairly discriminatory under state law. Additionally, ASOP No. 12 Risk Classification (for all Practice Areas) includes the following: - 3.2.3 OBJECTIVITY: “The actuary should select risk characteristics that are capable of being objectively determined.” - 3.3 CONSIDERATIONS IN ESTABLISHING RISK CLASSES: “A risk classification system assigns each risk to a risk class based on the results of measuring or observing its risk characteristics.” Finally, there have been discussions among state insurance regulators across the country about industry’s desire to rate on “unknown” and “missing”, and we believe most states are regulating this in the same or similar way. SERFF Tracking #: USAA-134171931 State Tracking #: Company Tracking #: PA2400220 State: Pennsylvania First Filing Company: United Services Automobile Association, ... TOI/Sub-TOI: 04.0 Homeowners/04.0000 Homeowners Sub-TOI Combinations Product Name: PA Homeowners Rate/Rule Filing Project Name/Number: /2024-04-0008 PDF Pipeline for SERFF Tracking Number USAA-134171931 Generated 02/11/2025 12:28 AM  4.The previous",2025-02-17
PA_USAA-134171931,Rate/Rule,07/11/2024,Closed-Approved,PA,200,25941,"[25941, 25968, 18600, 21253]",10/21/2024,Objection_letter6,objection9,objection 9 is still applicable as it appears you are potentially surcharging for claims not previously surcharged. We cannot allow this for your renewal book as you will be potentially surcharging for claims not previously surcharged. Please refer to row 65 of the Department’s Personal Lines Checklist except motor vehicle and the department’s HO surcharge notice. 5.We cannot accept your response to,2025-02-17
PA_USAA-134171931,Rate/Rule,07/11/2024,Closed-Approved,PA,200,25941,"[25941, 25968, 18600, 21253]",10/21/2024,Objection_letter6,objection22,"objection 22. If an insured’s multi policy discount can be removed or reduced due to auto claims, then we do consider it a surcharge. Accordingly, you must define chargeable accidents. Finally, we ask that this be removed as it appears all factors are unity and we do not keep variable placeholders for future use (refer to previous",2025-02-17
PA_USAA-134171931,Rate/Rule,07/11/2024,Closed-Approved,PA,200,25941,"[25941, 25968, 18600, 21253]",10/21/2024,Objection_letter6,objection23,"objection 23) 6.Please resubmit you examples as they have failed to provide the details on how an insured premium/tiering is determined at renewal.  Additionally, we are concerned you are not following the procedures for Existing Business pricing levels in you revised pricing guidelines. Accordingly, please provide detailed examples that include all steps for both current and new business. 7.Please clarify the following statement in your example as we do not approve placeholders: Pricing Levels 21 and 70 are not obtainable in current structure because those levels are in place to allow for future growth.” Please note, USAA-132296911 contained these pricing levels and I don’t believe you stated that these pricing levels are not used. Accordingly, we ask that you provide examples for pricing levels categories. Please note, if certain pricing levels are not currently utilized and are reserved for future use then we ask that they are removed.",2025-02-17
PA_USAA-134171931,Rate/Rule,07/11/2024,Closed-Approved,PA,200,25941,"[25941, 25968, 18600, 21253]",08/23/2024,Objection_letter7,objection7,"objection 7.We cannot approve the revisions to rule 5, specifically the following statement:” Availability of deductible options is subject to company underwriting guideline.” Please note, I believe we objected to similar language is USAA-126169746 and it was removed 8.We can no longer continue to approve the numerous references to “unknown” and “no data” in your rate pages/filing. The Department’s position is that unknown, missing, and no data is not a classification of risk. Accordingly, please provide a robust discussion on the scenarios where unknown and no date would be used, how often this happens and the steps to determine the missing information. Examples include unknown/no data for roof type, unknown dwelling age etc… Please note, we believe there should be no instances where a roof and age of dwelling is not known and not provide by the insured 9.Your memorandum state you are revising the look back (historical) period for claim surcharges from 3 to 5 years. However, this does not appear to be reflected in your manual. Additionally, we cannot allow this for your renewal book as you will be potentially surcharging for claims not previously surcharged. Please refer to row 65 of the Department’s Personal Lines Checklist except motor vehicle and the department’s HO surcharge notice. 10.There are many instances in your filing where the indicated is “N/A” or “N/I” but you are proposing a factor. Please provide additional support or rational for your selected factor. Please note, we are extremely concerned with the instances where you selected a factor greater than unity 11.Accordingly, please provide an exhibit that compare your current versus proposed factors in excel with formula. If possible, please include the indicated factor in the exhibit too. Additionally, please include the newly prosed factors too SERFF Tracking #: USAA-134171931 State Tracking #: Company Tracking #: PA2400220 State: Pennsylvania First Filing Company: United Services Automobile Association, ... TOI/Sub-TOI: 04.0 Homeowners/04.0000 Homeowners Sub-TOI Combinations Product Name: PA Homeowners Rate/Rule Filing Project Name/Number: /2024-04-0008 PDF Pipeline for SERFF Tracking Number USAA-134171931 Generated 02/11/2025 12:28 AM  12.Regarding your Maximum Vehicle Base Price, please provide a discussion on your selected factors for 1-12,000 as your indicated factors appear to increase as the vehicle price increases. 13.Please provide further information regarding your vehicle count in home auto discount. Our concerns include the following: a. your factor selection for no vehicle count b.Many instances ( fire peril, liability ..)  where you get a discount for one vehicle, but it is removed at 2+ cars. c.Water, water back-up and theft you receive a deeper discount at 2+ cars but no discount for one car 14.Please identify where the revisions to your Enhanced square footage are located. Specifically, the removal of the built-in garage area from our square footage definition. This appears to be a rule revision. 15.Please provide further information/support for your Home Protector Factor 16.Please explain the “N/A” in your roof factor support 17.Please provide your roof factor support such that the indicated and proposed factors are next to each other 18.We have concerns over your proposed claim surcharge factors where the indicated is “NI” or “N/A” and a factor is proposed. You need to provide quantitative support for these factors. Refer to",2025-02-17
PA_USAA-134171931,Rate/Rule,07/11/2024,Closed-Approved,PA,200,25941,"[25941, 25968, 18600, 21253]",08/23/2024,Objection_letter7,objection8,objection 8. 19.We had concerns regarding the Claims surcharge factors as many of your proposed factors exceed the indicated factors. See,2025-02-17
PA_USAA-134171931,Rate/Rule,07/11/2024,Closed-Approved,PA,200,25941,"[25941, 25968, 18600, 21253]",08/23/2024,Objection_letter7,objection4,"objection 4. Additionally 20.Please provide a robust discussion on how your revisions to your claims surcharge do not result in a duplicative rating impact. Additionally, please confirm that you will not be surcharging for claims not previously surcharged. Finally, do your rules need to be revised to reflect this change? 21.Please provide a discussion regarding your Liability claims surcharge. Even though you are selected the indicated factors, these factors appear excessive. 22.Please provide specific credible statistical support for using auto insurance claims for rating purposes in this homeowner’s insurance product. Your response should match the supporting information with the manner in which auto insurance claims will be used for rating purposes. Your response should also differentiate not-at-fault auto claims and other auto claims that are not sur- chargeable for auto insurance under Pennsylvania law from claims that are sur-chargeable for auto insurance under Pennsylvania law and show statistically that there is credible evidence of correlation to expected homeowner’s insurance experience / losses in all cases. Additionally, please note that a further objection will be forthcoming about disclosure of the use of auto accident claims for surcharge purposes in this homeowner's product. Please note, we believe that chargeable auto-accident prior to the effective date of this filing cannot be used to surcharge a policy. Please refer to row 65 of the Department’s Personal Lines except motor vehicle checklist 23.Please provide a discussion regarding your chargeable auto Accidents and why there is no associated rule to define chargeable accidents.  Additionally, it appears your factors are all unity and generally we do not approve place holder variables. 24.It appears your selected factors do not match the factors in the rates pages for chargeable accidents (owners) 25.Even though we approved a similar approach in the past, we have concerns regarding currents insured renewing with your revised Pricing level guidelines. Our concern is that current insureds (with no change in hazard) could potentially experience an increase in premium due to your proposed pricing level changes. Accordingly, please provide quantitative support for pricing level for current insurers. SERFF Tracking #: USAA-134171931 State Tracking #: Company Tracking #: PA2400220 State: Pennsylvania First Filing Company: United Services Automobile Association, ... TOI/Sub-TOI: 04.0 Homeowners/04.0000 Homeowners Sub-TOI Combinations Product Name: PA Homeowners Rate/Rule Filing Project Name/Number: /2024-04-0008 PDF Pipeline for SERFF Tracking Number USAA-134171931 Generated 02/11/2025 12:28 AM  26.Please provide detailed examples regarding your revised pricing guidelines with the following renewal scenarios for current business. Please ensure your examples include the current pricing level factor and the proposed pricing level. a.An insured with a current pricing level of 21 b.An insured with a current pricing level 45 c.An insured with a current pricing level of 70 27.Please provide a detailed examples of new business renewing for the first time with your pricing level guidelines for the following scenario. a.New business pricing level of 21 b.New business pricing level of 45 c.New business pricing level of 70 Please let me know how you would like to proceed",2025-02-17
RI_AMSI-134039457,Rate/Rule,08/22/2024,Pending State Action,RI,155,10872,[10872],02/06/2025,Objection_letter1,objection1,"Objection 1           - Rules Manual, null (Rate)           Comments: RE:  Rule Number R145 WINDSTORM OR HAIL EXTERIOR PAINT OR WATERPROOFING EXCLUSION Please identify the Endorsement that corresponds with this Rule and provide the RI SERFF Tracking # for the approval of the endorsement.",2025-02-17
RI_AMSI-134039457,Rate/Rule,08/22/2024,Pending State Action,RI,155,10872,[10872],02/06/2025,Objection_letter1,objection2,Objection 2           - Actuarial Support- RI Rate Procedural Informational Summary Form required for all New (including startups) and revisions to existing rates (Supporting Document)           Comments: RE: R303  Minimum Earned Premium  and R305 Minimum Written Premium What is the minimum earned premium and how is it disclosed to the policyholder? What is the Minimum Written Premium and how is this disclosed to the policyholder?,2025-02-17
RI_AMSI-134039457,Rate/Rule,08/22/2024,Pending State Action,RI,155,10872,[10872],12/05/2024,Objection_letter2,objection1,Please see the attached request.,2025-02-17
RI_AMSI-134039457,Rate/Rule,08/22/2024,Pending State Action,RI,155,10872,[10872],11/08/2024,Objection_letter3,objection1,Please see the attached request.,2025-02-17
RI_FORE-134405214,Rate/Rule,02/12/2025,Submitted to State,RI,69,11185,[11185],No objections,No objections,No objections,No objections,2025-02-17
RI_FORE-134406034,Rate/Rule,02/12/2025,Submitted to State,RI,69,11800,[11800],No objections,No objections,No objections,No objections,2025-02-17
RI_GMMX-134260167,Rate/Rule,09/24/2024,Pending Industry Response,RI,8,10071,[10071],02/03/2025,Objection_letter1,objection1,Attached is the Request B submission.,2025-02-17
RI_GMMX-134260167,Rate/Rule,09/24/2024,Pending Industry Response,RI,8,10071,[10071],12/18/2024,Objection_letter2,objection1,Attached is the RequestA submission.,2025-02-17
RI_HART-134403471,Rate/Rule,02/05/2025,Assigned,RI,91,39608,[39608],No objections,No objections,No objections,No objections,2025-02-17
RI_LBPM-134392464,Form,01/27/2025,Closed-(02) Approved,RI,111,24740,[24740],02/03/2025,Objection_letter1,objection1,"The following issues must be addressed before the review of your filing can be completed.      Objection 1           - SPECIAL PROVISIONS — FUNGI, WET OR DRY ROT, OR BACTERIA, CHO-6104/RIEP , 4/25 (Form)           Comments: Please explain why this is filed as a PCF (Policy Coverage Form) filing versus an END (Endorsement) filing.",2025-02-17
SC_ALSE-134216877,Rate/Rule,08/16/2024,Closed-Approved,SC,8,19240,[19240],11/27/2024,Objection_letter1,objection1,"The Company states that ""The purpose of the Claim Adjustment Fee is to cover Allstate’s loss adjustment expense associated with covered events."" Please explain how this does not overlap to the lae adjustment applied for modeled losses.",2025-02-17
SC_ALSE-134216877,Rate/Rule,08/16/2024,Closed-Approved,SC,8,19240,[19240],11/27/2024,Objection_letter1,objection2,"Please provide 20-30 years of CAT losses for the Company. If the Company has not written for that length of time, please provide the group data instead.",2025-02-17
SC_ALSE-134216877,Rate/Rule,08/16/2024,Closed-Approved,SC,8,19240,[19240],10/18/2024,Objection_letter2,objection1,"While the Department understands the increase in weather losses over the past ten yeah and that it is reasonable to historically trend weather losses, there is concerns over applying prospective weather trending, Additionally the Company applies a 11% non weather loss trend  historically and prospectively which the Department sees as excessive since the ten year loss ratio for non- weather in the TRD exhibit is 0.6 %. Please provide the Department with an alternate indication exhibit that does not trend weather losses prospectively, and uses a 0.6% historical loss trend for non-weather so that the Department may see how sensitive the indication is to changes in these factors. Since this is merely another frame of reference from which to view the filing, the Company is free to comment on why it does not believe this would be appropriate to use or any other such caveats when providing the requested alternate indication,",2025-02-17
SC_ALSE-134216877,Rate/Rule,08/16/2024,Closed-Approved,SC,8,19240,[19240],09/24/2024,Objection_letter3,objection1,"The Company's underwriting results have been consistently highly favorable in the state even net of reinsurance, which does not appear to support the the proposed rate increase. Please defend.",2025-02-17
SC_ALSE-134216877,Rate/Rule,08/16/2024,Closed-Approved,SC,8,19240,[19240],08/29/2024,Objection_letter4,objection1,"While there is an indication for the overall change, the support needs to be as granular as the changes themselves. Thus the Company must demonstrate the 21.3% increase in variable package and 19.6% increase in additional coverages are supported on their own.",2025-02-17
SC_ALSE-134216877,Rate/Rule,08/16/2024,Closed-Approved,SC,8,19240,[19240],08/29/2024,Objection_letter4,objection2,Please provide an example calculation to demonstrate how an insured is receiving a 7.8% overall impact.,2025-02-17
