SERFF Tr Num,Filing Type,Date Submitted,Effective Date Requested (New),Effective Date Requested (Renewal),SERFF Status,Filing Description,Filing Method,TOI,Group_Code,Company_Codes,week_date,gpt_3_5_summary,o1_mini_summary,xai_summary
ALSE-134417934,Rule,02/13/2025,04/21/2025,06/05/2025,Closed-Filed,"With this filing, Allstate is proposing changes to the Installment Fees and Late Payment Fee for the Allstate Insurance
Company (AIC) Homeowners (HO), Condominium (CON) and Renters (REN) program in the state of Oregon.
Further information regarding these changes can be found in the enclosed attachments.
This change will apply to new business written on or after April 21, 2025 and for renewals effective on or after June 5, 2025.
This filing company is closed to new business. Allstate has, however, supplied a new business effective date for special
business cases. For example, to accommodate a new business policy in the same company to a policyholder that has been
reinstated, or if a cancel/re-write is necessary.",,04.0 Homeowners,8,[19232],2025-03-03,"Based on the filing information provided by Allstate Insurance Company for the state of Oregon, the rate filing involves changes to the installment fees and late payment fees for their homeowners (HO), condominium (CON), and renters (REN) insurance program. Here is a summary of the rate filing:

1. **Company Details:**
   - Company Name: Allstate Insurance Company
   - State: Oregon
   - Type of Insurance: Homeowners, Condominium, Renters
   - Product Name: AIC HO/CON/REN

2. **Filing Details:**
   - Filing Type: Rule
   - Date Submitted: 02/13/2025
   - Effective Date Requested for New Business: 04/21/2025
   - Effective Date Requested for Renewals: 06/05/2025

3. **Proposed Changes:**
   - Increasing the Installment Fee for the Allstate Easy Pay Plan from $1.50 to $2.00.
   - Increasing the Installment Fee for all other payment methods (excluding Allstate Payroll Deductions) from $4.00 to $5.00.
   - Late Payment Fee to increase from $10.00 to $15.00.

4. **Correspondence Summary:**
   - Disposition Date: 02/26/2025
   - Disposition Status: Filed
   - Disposition: Rate data does NOT apply to filing",,
ALSE-134417942,Rule,02/13/2025,04/21/2025,06/05/2025,Closed-Filed,"With this filing, Allstate is proposing changes to the Installment Fees and Late Payment Fee for the Allstate Indemnity
Company (AI) Homeowners (HO) program in the state of Oregon.
Further information regarding these changes can be found in the enclosed attachments.
This change will apply to new business written on or after April 21, 2025 and for renewals effective on or after June 5, 2025.
This filing company is closed to new business. Allstate has, however, supplied a new business effective date for special
business cases. For example, to accommodate a new business policy in the same company to a policyholder that has been
reinstated, or if a cancel/re-write is necessary.",,04.0 Homeowners,8,[19240],2025-03-03,"Based on the filing submitted by Allstate Indemnity Company for their AI HO homeowners insurance program in the state of Oregon, the key changes proposed include:

1. Increase in Installment Fees:
   - Allstate Easy Pay Plan: from $1.50 to $2.00
   - Other payment methods (except Allstate Payroll Deductions): from $4.00 to $5.00
   - Allstate Payroll Deductions: No change (continues to have no Installment Fees)

2. Increase in Late Payment Fee:
   - From $10.00 to $15.00

The filing aims to implement these changes for new business written on or after April 21, 2025, and for renewals effective on or after June 5, 2025. The filing was submitted on 02/13/2025, reviewed by David Dahl, and disposition status indicates it was filed on 02/26/2025.

Additionally, the filing company details include:
- Company Name: Allstate Indemnity Company
- County of Domicile: Illinois
- Contact Person: Adriana Cahue
- Contact Email: acahu@allstate.com
- Phone: 847-402-7877

The filing does not include rate data and is classified as a rule filing. The SERFF Tracking Number is ALSE-134417942. Further details are available in the enclosed attachments and supportive documents.",,
ALSE-134417973,Rule,02/13/2025,04/21/2025,06/05/2025,Closed-Filed,"With this filing, Allstate is proposing changes to the Installment Fees and Late Payment Fee for the Allstate Vehicle and
Property Insurance Company (AVPIC) Homeowners (HO) program in the state of Oregon.
Further information regarding these changes can be found in the enclosed attachments.
This change will apply to new business written on or after April 21, 2025 and for renewals effective on or after June 5, 2025.",,04.0 Homeowners,8,[37907],2025-03-03,"The rate filing from Allstate Vehicle and Property Insurance Company in Oregon pertains to their AVPIC Homeowners (HO) program. The filing proposes changes to the Installment Fees and Late Payment Fee. Specifically, the changes include:

- Increasing the Installment Fee for the Allstate Easy Pay Plan from $1.50 to $2.00
- Increasing the Installment Fee for all other payment methods, excluding Allstate Payroll Deductions, from $4.00 to $5.00
- Continuing to have no Installment Fees for Allstate Payroll Deductions
- Increasing the Late Payment Fee from $10.00 to $15.00

These changes will apply to new business written on or after April 21, 2025, and for renewals effective on or after June 5, 2025. For detailed derivation of these fees, refer to the Explanatory Memorandum attached to the filing.",,
ALSE-134418009,Rule,02/13/2025,04/21/2025,06/05/2025,Closed-Filed,"With this filing, Allstate is proposing changes to the Installment Fees and Late Payment Fee for the Allstate Property and
Casualty Insurance Company (APC) Homeowners (HO) program in the state of Oregon.
Further information regarding these changes can be found in the enclosed attachments.
This change will apply to new business written on or after April 21, 2025 and for renewals effective on or after June 5, 2025.
This filing company is closed to new business. Allstate has, however, supplied a new business effective date for special
business cases. For example, to accommodate a new business policy in the same company to a policyholder that has been
reinstated, or if a cancel/re-write is necessary.",,04.0 Homeowners,8,[17230],2025-03-03,"Based on the filing provided, Allstate Property and Casualty Insurance Company submitted a rate filing to the Oregon Department of Consumer and Business Services for their APC HO homeowners insurance product. The filing proposes changes to the Installment Fees and Late Payment Fee for policies in the state of Oregon. Here is a summary of the key changes in the rate filing:

1. **Effective Dates:** 
   - Requested Effective Date (New): April 21, 2025
   - Requested Effective Date (Renewal): June 5, 2025

2. **Policy Changes:**
   - Increasing the Installment Fee for the Allstate Easy Pay Plan from $1.50 to $2.00
   - Increasing the Installment Fee for all other payment methods (excluding Allstate Payroll Deductions) from $4.00 to $5.00
   - Maintaining no Installment Fees for Allstate Payroll Deductions
   - Increasing the Late Payment Fee from $10.00 to $15.00

3. **Project Details:**
   - Product Name: APC HO
   - Project Name/Number: Increase Installment Fees and Late Payment Fee / RITM06436026

4. **Contacts:**
   - Filing Contact: Adriana Cahue (acahu@allstate.com)
   - Company Contact: Allstate Property and Casualty Insurance Company, 2775 Sanders Rd, Suite A2W, Northbrook,",,
ALSE-134418028,Rule,02/13/2025,04/21/2025,06/05/2025,Closed-Filed,"With this filing, Allstate is proposing changes to the Installment Fees and Late Payment Fee for the Allstate Indemnity
Company (AI) Renters (REN) program in the state of Oregon.
Further information regarding these changes can be found in the enclosed attachments.
This change will apply to new business written on or after April 21, 2025 and for renewals effective on or after June 5, 2025.",,04.0 Homeowners,8,[19240],2025-03-03,"Based on the information provided in the filing, Allstate Indemnity Company submitted a rate filing to the Oregon Department of Consumer and Business Services for their AI REN renters program. The filing proposes changes to the Installment Fees and Late Payment Fee, specifically in the state of Oregon. Here is a summary of the key changes:

- The Installment Fees for the Allstate Easy Pay Plan will be increased from $1.50 to $2.00.
- The Installment Fees for all other payment methods (excluding Allstate Payroll Deductions) will be increased from $4.00 to $5.00.
- Allstate Payroll Deductions will continue to have no Installment Fees.
- The Late Payment Fee will be increased from $10.00 to $15.00.

These changes will apply to new business written on or after April 21, 2025, and for renewals effective on or after June 5, 2025. The rate filing was disposed on February 26, 2025, with a status of ""Filed."" The effective date for the new changes is April 21, 2025, and for renewals is June 5, 2025.",,
LEMO-134412814,Form,02/25/2025,05/27/2025,05/27/2025,Closed-Approved,"A revision to Lemonade’s homeowners insurance program is hereby submitted for the State’s review. The Company
respectfully requests that this filing apply to all new and renewal business policies written on or after May 27, 2025.
The following forms are being submitted for the state’s review:
- LEM-PA-NOTICE01 (02-25): Notice of Cancellation
- LEM-PA-NOTICE02 (02-25): Notice of Refusal to Renew
These notices are being filed as a result of Lemonade’s Market Conduct Exam. As outlined with Vern Schmidt on January 30,
2025, we will be attaching these formal notices of cancellation and nonrenewal as a PDF to our countrywide cancellation and
nonrenewal notice emails to be compliant with the State regulations.
We look forward to your review.",,04.0 Homeowners,5032,[16023],2025-03-03,"Based on the information provided in the filing, Lemonade Insurance Company submitted a revision to its homeowners insurance program to the state of Pennsylvania for review and approval. The filing included updates to the Notice of Cancellation of Insurance and the Notice of Non-Renewal of Insurance forms. The company requested that these changes apply to all new and renewal business policies written on or after May 27, 2025.

The filing included detailed changes to the form types, form titles, and the addition of a mailing date field to the cancellation notices. Lemonade Insurance Company engaged in correspondence with the state regarding objections and responses related to the form changes, and ultimately, the disposition status was approved on March 3, 2025. The effective date for the new changes was set for May 27, 2025.

Overall, the rate filing focused on updates and revisions to homeowners insurance policy forms related to cancellation and non-renewal notices in compliance with Pennsylvania state regulations.",,
LBPM-134392464,Form,01/27/2025,04/19/2025,05/24/2025,Closed-(02) Approved,"In accordance with Rhode Island filing requirements, we respectfully submit the following revisions for our Renters Line of
Business program.
This filing updates Actual Cash Value (ACV), Your Duties to Maintain Policy Limits, and various style, formatting, and grammar
changes. Specifically, we have updated ACV to include reasonable deductions for materials, labor, overhead, and profit.
Additionally, Your Duties to maintain and Select Policy Limits is updated to remove pro rata language.
The information below/Exhibit 1 provides a list of forms submitted with this filing.  In addition, it also provides a summary of the
major coverage or policies differences from our currently approved homeowner policy.
Our company would like to have the option of reformatting text or moving boxes, where applicable, to accommodate marketing
requirements and printing of forms. The format of the forms may vary depending on the needs of our clients (e.g. paper size,
electronic distribution, etc.). The language will remain the same as approved by your Division and any font requirements will be
maintained.
We appreciate your review of this filing. Should you have any questions or concerns, please do not hesitate to contact me
directly.
The following provides a summary for each form submitted with this filing.
Special Provisions – Rhode Island, CHO-6104RIEP 4/25
•Definition of actual cash value.
•Updating your duties to select and maintain policy limits.
•Cosmetic forms updates which have no coverage impacts",,04.0 Homeowners,111,[24740],2025-03-03,"Based on the information provided in the filing, Safeco Insurance Company of America submitted revisions for their Renters Line of Business program to the Rhode Island Department of Insurance. The filing included updates to the Actual Cash Value (ACV) definition, Your Duties to Maintain Policy Limits, and various style and formatting changes. The revisions also included changes to the coverage for fungi, wet or dry rot, or bacteria, and collapse coverage.

The filing was submitted as a Form type on 01/27/2025, with the SERFF Tracking Number LBPM-134392464. The filing was reviewed and approved on 02/25/2025. The effective date requested for the new changes was 04/19/2025, with a renewal effective date of 05/24/2025.

Amanda Scott, the State Filings Specialist at Safeco Insurance Company of America, was the individual responsible for the filing. The filing was related to the homeowners and tenant homeowners insurance product named Renters.

If you need more detailed information or a specific aspect of the filing, please let me know!",,
AMSI-134171194,Rate,11/25/2024,04/18/2025,06/18/2025,Closed-Approved,"American Strategic Insurance Corp. (ASIC) respectfully submits for your review a filing for our HOS program. Please see our
Explanatory Memorandum for additional detail.",,04.0 Homeowners,155,[10872],2025-03-03,"Summary of the Rate Filing by American Strategic Insurance Corp.:

1. **Company Details:**
   - **Company Name:** American Strategic Insurance Corp
   - **State:** South Carolina
   - **Product Name:** Homeowners
   - **Filing Type:** Rate
   - **Date Submitted:** 11/25/2024
   - **Effective Date Requested (New):** 04/18/2025
   - **Effective Date Requested (Renewal):** 06/18/2025

2. **Rate Information:**
   - **Rate Change Type:** Increase
   - **Overall Percentage of Last Rate Revision:** 23.000%
   - **Effective Date of Last Rate Revision:** 04/17/2024
   - **Overall % Indicated Change:** 20.300%
   - **Overall % Rate Impact:** 13.200%
   - **Written Premium Change for this Program:** $1,876,579
   - **Number of Policyholders Affected:** 7,691
   - **Written Premium for this Program:** $14,169,813

3. **Territory Factors for Wind/Hail and Other Perils:**
   - The rate manual includes territory factors for different zip codes, with varying factors for wind/hail and other perils.

4. **Dwelling Coverage Amounts for Other Perils and Wind/Hail:**
   - The rate manual",,
LBPM-134400516,Form,01/31/2025,05/19/2025,06/23/2025,Closed-Approved as Amended,"In accordance with South Carolina’s filing provision, we respectfully submit the following revisions for our Homeowners,
Condo, and Simple Renters program.
The information below provides a list of forms submitted with this filing.  In addition, it also provides a summary of the major
coverage or policies differences from our currently approved Homeowners, Condo, and Simple Renters policies.
Our company would like to have the option of reformatting text or moving boxes, where applicable, to accommodate marketing
requirements and printing of forms. The format of the forms may vary depending on the needs of our clients (e.g. paper size,
electronic distribution, etc.). The language will remain the same as approved by your Division and any font requirements will be
maintained.
We appreciate your review of this filing. Should you have any questions or concerns, please do not hesitate to contact me
directly.
Please reference the included forms exhibit for the summary of changes.",,04.0 Homeowners,111,"[42404, 23035, 23043, 33600, 12484]",2025-03-03,"The rate filing pertains to a South Carolina homeowners, condo, and simple renters program submitted by Liberty Insurance Corporation. The filing included revisions for their Homeowners, Condo, and Simple Renters policies. The filing requested an effective date of 05/19/2025 for new policies and 06/23/2025 for renewals. The status of the filing was ""Approved as Amended,"" with a disposition date of 02/28/2025. The filing involved companies under the Liberty Mutual Group and had no overall percentage rate impact or change in the number of policyholders affected. Additionally, the filing had a 1.57% market share in South Carolina for the line of business.",,
LBPM-134401992,Form,02/04/2025,05/19/2025,06/23/2025,Closed-Approved as Amended,"In accordance with South Carolina’s filing provision, we respectfully submit the following revisions for our Homeowners and
Condo program.
The information below provides a list of forms submitted with this filing.  In addition, it also provides a summary of the major
coverage or policies differences from our currently approved Homeowners and Condo policy.
Our company would like to have the option of reformatting text or moving boxes, where applicable, to accommodate marketing
requirements and printing of forms. The format of the forms may vary depending on the needs of our clients (e.g. paper size,
electronic distribution, etc.). The language will remain the same as approved by your Division and any font requirements will be
maintained.
We appreciate your review of this filing. Should you have any questions or concerns, please do not hesitate to contact us
directly.
Please reference the included forms exhibit for the summary of changes.",,04.0 Homeowners,111,"[42404, 33600]",2025-03-03,"In this rate filing submitted by Liberty Insurance Corporation and LM Insurance Corporation for their homeowners insurance product in South Carolina, the primary changes include a revision to their [Policy Type] Insurance Application (Form PROP 0017) to update the cancellation policy from ""90 days"" to ""120 days"" in compliance with Statute 38-75-1200. The effective dates requested for the new policy are 05/19/2025 and for renewals are 06/23/2025. The filing was reviewed and approved as amended by the South Carolina Department of Insurance on 03/03/2025, with a disposition status of ""Approved as Amended."" Additionally, no rate changes were indicated in this filing, and there were no impacts on the overall written premium or the number of policyholders affected.",,
LBPM-134406290,Form,02/06/2025,05/19/2025,06/23/2025,Closed-Approved,"In accordance with South Carolina’s filing provision, we respectfully submit the following revisions for our Homeowners and
Simple Renters program.
The information below provides a list of forms submitted with this filing.  In addition, it also provides a summary of the major
coverage or policies differences from our currently approved Homeowners and Simple Renters policies.
Our company would like to have the option of reformatting text or moving boxes, where applicable, to accommodate marketing
requirements and printing of forms. The format of the forms may vary depending on the needs of our clients (e.g. paper size,
electronic distribution, etc.). The language will remain the same as approved by your Division and any font requirements will be
maintained.
Please kindly note that we are having to update the non-renewal notice period from 90 days to 60 days, in accordance with SC
38-75-740. This forms change was previously approved under LBPM-133638640, but the new form was inadvertently not
implemented.
We appreciate your review of this filing. Should you have any questions or concerns, please do not hesitate to contact us
directly.
Please reference the included forms exhibit for the summary of changes.",,04.0 Homeowners,111,"[23043, 12484]",2025-03-03,"Based on the information provided from the filing, here is a summary of the rate filing made by Liberty Mutual Insurance Company:

- Company: Liberty Mutual Insurance Company
- Product Name: Homeowners
- State: South Carolina
- Filing Type: Form
- Date Submitted: 02/06/2025
- SERFF Tracking Number: LBPM-134406290
- SERFF Status: Closed-Approved
- State Tracking Numbers: 384557, 384558
- Company Tracking Number: 25-SC-LM-HO-RNT-F-MULTI-PCF
- Effective Date Requested (New): 05/19/2025
- Effective Date Requested (Renewal): 06/23/2025

The filing involved updates and revisions to the Homeowners and Simple Renters program in South Carolina, including changes to the non-renewal notice period from 90 days to 60 days in accordance with SC 38-75-740. The revisions also allow for reformatting text or moving boxes to accommodate marketing requirements and printing needs. The forms affected include LMHO 2100SC, LMHM 8900, and PROP 0017. The disposition date for the filing was 03/03/2025, with an approved status. The rate change impact was indicated as 0.000%.",,
HART-134429213,Rule,02/28/2025,07/01/2025,07/01/2025,Assigned,"We are filing for your information the introduction of a credit card surcharge to The Hartford’s Home products in the writing
companies referenced above.
Our proposal, which is a common practice across various industries, involves the transfer of credit card payment processing to
a third-party payment vendor. Policyholders who choose to pay their premium by credit card will incur a credit card surcharge
charged, collected and retained by a third-party payment vendor, which will not exceed 3% of the total payment amount.
Therefore, we are not submitting any rate or rule pages at this time in connection with this proposal.  The surcharge
percentage will not differ from policyholder to policyholder, regardless of payment amount or payment plan. The Hartford will
continue to offer payment options that will not be subject to a surcharge.  The surcharge amount will be shown at the time of
the transaction and is effective for all transactions processed on or after July 01, 2025.",,04.0 Homeowners,91,"[29424, 37478, 38261, 30104, 34690, 11000, 27120, 29459, 22357, 19682]",2025-03-03,"The insurance company, Hartford Casualty Insurance Company along with several affiliated companies, has filed a rate change in the state of Tennessee for homeowners insurance. The rate filing introduces a credit card surcharge for policyholders who choose to pay their premiums via credit card. The credit card surcharge, not exceeding 3% of the total payment amount, will be collected by a third-party payment vendor starting from July 01, 2025. The filing does not involve any rate or rule changes but rather introduces this new surcharge practice. The proposal aims to streamline payment processing by transferring it to a third-party vendor, providing policyholders with an additional payment option.",,
LBPM-134412900,Form,02/11/2025,05/17/2025,06/26/2025,Closed-Approved,"In accordance with Tennessee filing requirements, we respectfully submit the following revisions for our Renters/Condominium
Line of Business program.
This filing updates Actual Cash Value (ACV), Your Duties to Maintain Policy Limits, and various style, formatting, and grammar
changes. Specifically, we have updated ACV to include reasonable deductions for materials, labor, overhead, and profit.
Additionally, Your Duties to maintain and Select Policy Limits is updated to remove pro rata language.
The information below/Exhibit 1 provides a list of forms submitted with this filing.  In addition, it also provides a summary of the
major coverage or policies differences from our currently approved homeowner policy.
Our company would like to have the option of reformatting text or moving boxes, where applicable, to accommodate marketing
requirements and printing of forms. The format of the forms may vary depending on the needs of our clients (e.g. paper size,
electronic distribution, etc.). The language will remain the same as approved by your Division and any font requirements will be
maintained.
We appreciate your review of this filing. Should you have any questions or concerns, please do not hesitate to contact us
directly.",,04.0 Homeowners,111,"[24732, 24740, 24724]",2025-03-03,"From the provided filing with a DOI, it appears that the insurance company, General Insurance Company of America, has submitted a rate filing for their Homeowners insurance product in Tennessee. The rate filing includes revisions to the coverage related to Fungi, Wet or Dry Rot, or Bacteria. Additionally, changes have been made to Actual Cash Value, Your Duties to Maintain Policy Limits, and various style, formatting, and grammar adjustments within the policy.

The rate filing introduces additional coverage for Fungi, Wet or Dry Rot, or Bacteria, providing up to $10,000 for various aspects related to the presence or removal of these elements in covered property. Furthermore, there are provisions addressing Collapse coverage and specific exclusions related to intentional loss and duties of the insured regarding policy limits.

Overall, the rate filing has been approved, and the effective date for the new provisions is requested to be on May 17, 2025, for new policies and June 26, 2025, for renewals. The rate impact for this filing appears to be neutral, with no change indicated for written premiums or the number of policyholders affected.",,
LBPM-134434596,Rate,02/26/2025,04/25/2025,06/06/2025,Assigned,"In accordance with Tennessee’s regulatory provision, American Economy Insurance Company (AEIC) is respectfully
submitting the following revision to its Homeowners rating program.
With this change, updates are being made to homeowner base rates, peril offset factors and multi-policy discount factors and
result in a -0.3% impact.
The new business effective date is on or after April 25, 2025 and renewal business is June 6, 2025.
We appreciate your review of this filing and look forward to your acknowledgement of our submission. Please feel free to
contact us with any questions or concerns.",,04.0 Homeowners,111,[19690],2025-03-03,"Based on the information provided in the filing, here is a summary of the rate filing by American Economy Insurance Company for the state of Tennessee:

- Company: American Economy Insurance Company
- Product Name: Homeowners
- Filing Type: Rate
- Date Submitted: 02/26/2025
- Effective Date Requested (New): 04/25/2025
- Effective Date Requested (Renewal): 06/06/2025
- Filing Method: Prior Approval
- Rate Change Type: Decrease
- Overall Percentage of Last Rate Revision: 0.000%
- Overall Rate Impact: -0.3%
- Written Premium Change: $-135,222
- Number of Policy Holders Affected: 15,428
- Written Premium for this Program: $52,086,141
- Rate Impact Details: Updates to homeowner base rates, peril offset factors, and multi-policy discount factors resulting in a -0.3% impact
- Filing Fees: Retaliatory fee and multiple rate filing fee totaling $285.00
- Project Contact: Matthew Rowland, State Filings Specialist

In summary, the rate filing for American Economy Insurance Company in Tennessee involves a decrease in rates for their Homeowners product, with specific adjustments to base rates, peril offset factors, and multi-policy discount factors. The filing was submitted for prior approval, and the company is requesting an effective date of 04/25/",,
USAA-134436312,Rate/Rule,02/26/2025,06/09/2025,08/25/2025,Assigned,"Based on a review of the latest Homeowner experience, United Services Automobile Association (USAA), USAA-Casualty
Insurance Company (USAA-CIC), USAA-General Indemnity Company (USAA-GIC), and Garrison Property and Casualty
Insurance Company (Garrison) propose a change to claims free discount factors with an overall effect of 0.0% to be effective
6/9/2025 for new business and 8/25/2025 for renewal business.",,04.0 Homeowners,200,"[25941, 25968, 18600, 21253]",2025-03-03,"The rate filing pertains to a proposed change in claims free discount factors for homeowners insurance under the product name ""HOMEOWNERS"" in Tennessee. The filing was submitted by United Services Automobile Association and its subsidiaries USAA Casualty Insurance Company, USAA General Indemnity Company, and Garrison Property and Casualty Insurance Company. The proposed change is specified to have an overall effect of 0.0% and is scheduled to be effective on June 9, 2025, for new business and August 25, 2025, for renewal business. The filing includes detailed rate information, company tracking numbers, contact information, and explanations of the changes in discount factors and their impact on premiums.",,
ALSE-133994457,Rate/Rule,02/14/2024,02/26/2024,04/11/2024,Closed-CL-Closed; No additional info required at this time,"With this filing, Allstate is proposing an overall 12.5% rate level change to the Allstate Vehicle and Property Insurance
Company (AVPIC) Homeowners - Owner Occupied Homeowners (HO) program in the state of Texas.
Allstate is proposing revisions to the following rating plans: Rate Adjustment Factors, Retained Risk Provision (RRP) Base
Rate Factors, RRP Rate Adjustment Factor and RRP Zone Definitions. The overall rate level change has been achieved
through revision of the Rate Level Factors. Further information regarding these changes can be found in the enclosed
attachments.
This change will apply to new business written on or after 2/26/2024 and for renewals effective on or after 4/11/2024.",,04.0 Homeowners,8,[37907],2025-03-03,"The rate filing is for the Allstate Vehicle and Property Insurance Company's AVPIC Homeowners - Owner Occupied Homeowners program in the state of Texas. The filing proposes an overall 12.5% rate level change, achieved through revisions to Rate Adjustment Factors, Retained Risk Provision Base Rate Factors, RRP Rate Adjustment Factor, and RRP Zone Definitions. The changes are detailed in various documents including exhibits, actuarial support, and a filing memorandum. The proposed rate change applies to new business written on or after 2/26/2024 and for renewals effective on or after 4/11/2024. The company tracking number for this filing is R56546: RAF (+12.5%). The filing was submitted on 02/14/2024 and the disposition status is Closed with no additional information required at this time.",,
ALSE-133994492,Rate/Rule,02/14/2024,02/26/2024,04/11/2024,Closed-CL-Closed; No additional info required at this time,"With this filing, Allstate is proposing an overall 6.7% rate level change to the Allstate Indemnity Company (AI) Manufactured
Home program in the state of Texas.
The overall rate level change has been achieved through revision of the Rate Adjustment Factor and Reinsurance Rate
Adjustment Factor. Further information regarding these changes can be found in the enclosed attachments.
This change will apply to new business written on or after 2/26/2024 and for renewals effective on or after 4/11/2024.",,04.0 Homeowners,8,[19240],2025-03-03,"Based on the attached documents from Allstate Indemnity Company regarding their rate filing for manufactured homes in Texas, the following key points can be highlighted:

1. **Rate Adjustment**: The company is proposing an overall rate level change of 6.7% for the Allstate Indemnity Company (AI) Manufactured Home program in Texas. This change will apply to new business written on or after 02/26/2024 and for renewals effective on or after 04/11/2024.
  
2. **Filing Details**: The filing covers the Allstate Indemnity Company's AI Manufactured Home program within the Homeowners and Mobile Homeowners categories in Texas.

3. **Actuarial Support**: The filing includes Actuarial Support documents, such as Exhibit D and Exhibit E, which provide detailed information supporting the rate adjustments proposed by the company.

4. **SERFF Tracking**: The filing details include the SERFF Tracking Number as ALSE-133994492, State Tracking Number as S719100, and Company Tracking Number as R56416.

5. **Filing Memorandum**: The filing contains a comprehensive Filing Memorandum outlining the rate adjustments and other relevant details.

6. **Dispositions**: The filing has been closed with no additional information required as of 02/27/2025.

7. **Objection Response**: The company has responded to an objection letter dated 04/11/2024, addressing specific requirements",,
ALSE-133995002,Rate/Rule,02/15/2024,02/26/2024,04/11/2024,Closed-CL-Closed; No additional info required at this time,"With this filing, Allstate is proposing an overall 3.9% rate level change to the Allstate Texas Lloyds (ATL) Homeowners (HO)
program in the state of Texas.
The overall rate level change has been achieved through revision of the Rate Adjustment Factor. Further information regarding
these changes can be found in the enclosed attachments.
This change will apply to new business written on or after 2/26/2024 and for renewals effective on or after 4/11/2024.
This filing company is closed to new business. Allstate has, however, supplied a new business effective date for special
business cases. For example, to accommodate a new business policy in the same company to a policyholder that has been
reinstated, or if a cancel/re-write is necessary.",,04.0 Homeowners,8,[26530],2025-03-03,"The information provided in the attachment pertains to the actuarial analysis and adjustments made by Allstate Texas Lloyd’s for weather and non-weather losses, specifically focusing on water, lightning, and wind/hail perils in Texas. Here is a summary of the key points discussed in the attachment:

1. **Underlying Data:** Allstate Texas Lloyd’s considers historical loss experience for water, lightning, and wind/hail perils when determining the indicated provision for losses. The analysis includes allocated loss adjustment expenses (ALAE) and is done using a maximum of five accident years.

2. **Severity Accident Year Weights:** Each accident year is assigned a credibility weight when determining the severity provisions for weather losses. A 20% weight is typically assigned to each accident year to ensure a stable indication.

3. **Severity Development:** Ultimate accident year weather severity is determined using the Link Ratio method, which assumes that future development is proportional to losses that have already emerged. No additive loss development is estimated for weather losses.

4. **Severity Trend:** Historical trend analyses for each peril (water, lightning, wind/hail) are conducted, and trends are selected based on past results, data credibility, and actuarial judgment. These trends are then projected for the future policy period.

5. **Adjustments due to Underwriting Actions:** Historical data is adjusted to account for underwriting actions taken by Allstate, such as redefining coastal zones and implementing policy exclusions. Adjustment factors are applied",,
GMMX-134436826,Rate/Rule,02/26/2025,03/26/2025,,Submitted to State,"This filing details revisions to the Imperial Fire and Casualty Insurance Company Homeowners line of business in the state of
Texas. No existing policyholders are impacted by these changes.
This filing proposes revisions to the following:
- Base Rates and Fixed Expense Premium
- Package Discount
- Removal of Automatic Trend Factor
- Price Match Table
- Renters Minimum Premium
No indication was run for this filing, ‘0’ entered for Overall % Indicated Change.
Please refer to the enclosed filing for more information.",,04.0 Homeowners,8,[44369],2025-03-03,"Based on the detailed filing provided, it appears that Allstate utilized the Fama-French Three-factor Model and the Discounted Cash Flow Model to calculate the appropriate underwriting profit provision. The filing contains various financial calculations and analyses related to determining the cost of equity capital, developing the underwriting profit provision, estimating investment income, and calculating the necessary pre-tax underwriting profit provision.

Key points from the filing include:
1. Allstate calculated the cost of equity capital using the Fama-French Three-factor Model and the Discounted Cash Flow Model.
2. The underwriting profit provision was calculated based on the cost of equity, market-to-book ratios, dividend payout ratios, and other financial metrics.
3. Investment income on equity and policyholder-supplied funds were factored into the calculation of the underwriting profit provision.
4. Various financial ratios and averages were used to determine the income needed by the company and the appropriate underwriting profit provision.
5. Allstate's tax rate on underwriting income was reported as 21%.

In summary, the filing showcases a comprehensive analysis of financial data and methodologies used by Allstate to calculate the underwriting profit provision, providing insights into the company's pricing strategies and financial soundness.",,
LBPM-134367508,Endorsement (Amendments),01/09/2025,04/19/2025,06/25/2025,Closed-APDR-Approved by Director,"We are submitting revisions to our and endorsement for our Homeowner’s program.
The endorsement form is being edited for style and formatting changes. Additionally, we are changing it from a countrywide
form to a state specific form.
Our company would like to have the option of reformatting text or moving boxes, where applicable, to accommodate marketing
requirements and printing of forms. The format of the forms may vary depending on the needs of our clients (e.g. paper size,
electronic distribution, etc.). The language will remain the same as approved by your Division and any font requirements will be
maintained.
We appreciate your review of this filing. Should you have any questions or concerns, please do not hesitate to contact me
directly.",,04.0 Homeowners,111,[19690],2025-03-03,"Based on the information provided in the filing, the rate filing submitted by American Economy Insurance Company for their Homeowners insurance product in Texas involved an Endorsement (Amendments) under TOI 04.0 Homeowners/04.0000 Homeowners Sub-TOI Combinations. The filing was designated as LBPM-134367508 with a State Tracking number of S726909 and a Company Tracking number of 25-TX-S-HO-F-HMR2-END.

The company's effective dates requested for the filing were 04/19/2025 for new policies and 06/25/2025 for renewals. The filing was made on 01/09/2025 and had an APDR-Approved by Director status with a disposition date of 02/17/2025. The Filing Contact was Beth Coffey, and the Filing Company was American Economy Insurance Company, part of the Liberty Mutual Group.

The filing involved revisions to the Special Personal Property Coverage form (HOM-7308/TXEP) to make style and formatting changes, as well as transitioning it from a countrywide to a state-specific form. The revisions included adjustments to coverage for specific perils and property types in the Personal Property We Cover section.

The filing also included various supporting documents, such as an Explanatory Memorandum and a Summary of Changes exhibit. Additionally, the company indicated its willingness to adjust the format of the forms to meet marketing and distribution needs within",,
